model_number,species,order,family,ds,log10mdd_family,log10mdd_order,log10mdd,log10mdd_best,form,growth.form,height,habitat,riparian,fruit.type,category,dispersal.adaptations,seed.mass,mechanism1,mechanism2,mechanism3,mechanism4,mechanism5,distance,dispersal.ref,NZ.dispersal.notes,overseas.dispersal.notes,DW.dispersal.notes,NZseeds,NZFloraOnline,NZPCN,Kew SID
2,Acacia baileyana,Fabales,Fabaceae,wind.none,NA,0.67492431938817,0.5989377619046085,0.67492431938817,shrub-tree,shrub,10,NZPCN: Waste places and scrubland,NA,pod with arillate seeds,fleshy,arillate seed,0.02181,ant,wind.none,NA,NA,NA,NA,Morgan et al. 2002; O'Dowd & Gill 1986; NZPCN,Seed dispersed a short distance form parent plant by wind and gravity (NZPCN),Seeds dispersed by ants in Australia and South Africa (Morgan et al. 2002); Animal; Diaspore is carried intentionally; Direct or experimental observation; (O'Dowd & Gill 1986); Ants.; Iridomyrmex sp.; Diaspore=seed. The seed has an aril or aril-like structure.,NA,NA,2022-06-02T00:00:00Z,45092,2022-06-19T00:00:00Z
2,Acacia dealbata,Fabales,Fabaceae,ant,NA,2.263063615014719,2.7747076871078433,2.263063615014719,shrub-tree,tree,30,"NZ Flora Online: bank, clay, coast, dry, gravel, hill, margin, open, pasture, riparian, river terrace, riverbed, roadside, sand, sheltered, shrubland, silt, slope, stone, terrace, track, wasteland; NZPCN: A plant of riverbed habitats and waste places. Prefers relatively high fertility and light.",riparian,pod with arillate seeds,fleshy,fleshy aril,0.01268,ant,wind.none,water,ballistic,NA,NA,O'Dowd & Gill 1986; Timmins & Mackenzie 1995; Cronk & Fuller 1995,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988); ballistic dispersal (Timmins & Mackenzie 1995),Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by wind & water (Cronk & Fuller 1995),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia dealbata,Fabales,Fabaceae,wind.none,NA,0.9090759970878572,1.0984261440990117,0.9090759970878572,shrub-tree,tree,30,"NZ Flora Online: bank, clay, coast, dry, gravel, hill, margin, open, pasture, riparian, river terrace, riverbed, roadside, sand, sheltered, shrubland, silt, slope, stone, terrace, track, wasteland; NZPCN: A plant of riverbed habitats and waste places. Prefers relatively high fertility and light.",riparian,pod with arillate seeds,fleshy,fleshy aril,0.01268,ant,wind.none,water,ballistic,NA,NA,O'Dowd & Gill 1986; Timmins & Mackenzie 1995; Cronk & Fuller 1995,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988); ballistic dispersal (Timmins & Mackenzie 1995),Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by wind & water (Cronk & Fuller 1995),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia dealbata,Fabales,Fabaceae,ballistic,NA,1.7545522494725851,2.059649615313572,1.7545522494725851,shrub-tree,tree,30,"NZ Flora Online: bank, clay, coast, dry, gravel, hill, margin, open, pasture, riparian, river terrace, riverbed, roadside, sand, sheltered, shrubland, silt, slope, stone, terrace, track, wasteland; NZPCN: A plant of riverbed habitats and waste places. Prefers relatively high fertility and light.",riparian,pod with arillate seeds,fleshy,fleshy aril,0.01268,ant,wind.none,water,ballistic,NA,NA,O'Dowd & Gill 1986; Timmins & Mackenzie 1995; Cronk & Fuller 1995,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988); ballistic dispersal (Timmins & Mackenzie 1995),Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by wind & water (Cronk & Fuller 1995),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia longifolia,Fabales,Fabaceae,ant,NA,2.0674100353007683,2.3277317681495044,2.0674100353007683,shrub-tree,shrub,10,"NZ Flora Online: coast, dry, gap, loam, lowland, sand, shrubland, slope; NZPCN: Shrubland, coastal areas, dry banks and river beds",riparian,pod with arillate seeds,fleshy,fleshy aril; elaiosome,0.01486,ant,internal,wind.none,NA,NA,NA,O'Dowd & Gill 1986; Pemberton & Irving 1990; Marchante et al. 2010; Smart et al. 2023; NZPCN,has no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988); Seeds dispersed locally by wind and gravity (NZPCN),"Seed has an elaiosome (Pemberton & Irving 1990). Seeds dispersed by ants (Smart et al. 2023). Acacia longifolia seedlings have been reported under nests of collared dove (Streptopelia decaocto) in Portugal (Marchante et al. 2010). Other Australian Acacia species with arrillate seeds are ant-dispersed (Berg 1975). A. sophorae (synonym, O'Dowd & Gill 1986): Animal; Diaspore is carried or eaten intentionally depending upon the species of disperser; Direct or experimental observation; Ants+birds.; Rhytidoponera metallica; Meliphaga chrysops; Meliphaga virescens; Diaspore=seed; The seed has an aril or aril-like structure.",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia longifolia,Fabales,Fabaceae,animal,NA,3.1613293547796872,3.040904236315157,3.1613293547796872,shrub-tree,shrub,10,"NZ Flora Online: coast, dry, gap, loam, lowland, sand, shrubland, slope; NZPCN: Shrubland, coastal areas, dry banks and river beds",riparian,pod with arillate seeds,fleshy,fleshy aril; elaiosome,0.01486,ant,internal,wind.none,NA,NA,NA,O'Dowd & Gill 1986; Pemberton & Irving 1990; Marchante et al. 2010; Smart et al. 2023; NZPCN,has no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988); Seeds dispersed locally by wind and gravity (NZPCN),"Seed has an elaiosome (Pemberton & Irving 1990). Seeds dispersed by ants (Smart et al. 2023). Acacia longifolia seedlings have been reported under nests of collared dove (Streptopelia decaocto) in Portugal (Marchante et al. 2010). Other Australian Acacia species with arrillate seeds are ant-dispersed (Berg 1975). A. sophorae (synonym, O'Dowd & Gill 1986): Animal; Diaspore is carried or eaten intentionally depending upon the species of disperser; Direct or experimental observation; Ants+birds.; Rhytidoponera metallica; Meliphaga chrysops; Meliphaga virescens; Diaspore=seed; The seed has an aril or aril-like structure.",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia longifolia,Fabales,Fabaceae,wind.none,NA,0.7134224173739067,0.6514502251406727,0.7134224173739067,shrub-tree,shrub,10,"NZ Flora Online: coast, dry, gap, loam, lowland, sand, shrubland, slope; NZPCN: Shrubland, coastal areas, dry banks and river beds",riparian,pod with arillate seeds,fleshy,fleshy aril; elaiosome,0.01486,ant,internal,wind.none,NA,NA,NA,O'Dowd & Gill 1986; Pemberton & Irving 1990; Marchante et al. 2010; Smart et al. 2023; NZPCN,has no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988); Seeds dispersed locally by wind and gravity (NZPCN),"Seed has an elaiosome (Pemberton & Irving 1990). Seeds dispersed by ants (Smart et al. 2023). Acacia longifolia seedlings have been reported under nests of collared dove (Streptopelia decaocto) in Portugal (Marchante et al. 2010). Other Australian Acacia species with arrillate seeds are ant-dispersed (Berg 1975). A. sophorae (synonym, O'Dowd & Gill 1986): Animal; Diaspore is carried or eaten intentionally depending upon the species of disperser; Direct or experimental observation; Ants+birds.; Rhytidoponera metallica; Meliphaga chrysops; Meliphaga virescens; Diaspore=seed; The seed has an aril or aril-like structure.",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia mearnsii,Fabales,Fabaceae,ant,NA,2.0623770750805575,2.478363833231269,2.0623770750805575,shrub-tree,tree,10,"NZ Flora Online: clay, dry, gully, hill, loam, open, pasture, river terrace, roadside, sand, shrubland, slope, stone, terrace, unstable/eroded, wasteland; NZPCN: Waste places, scrubland, pasture, riverbanks",riparian,pod with arillate seeds,fleshy,fleshy aril,0.01325,ant,wind.none,internal,water,NA,NA,O'Dowd & Gill 1986; NZPCN; Cronk & Fuller 1995,has no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988). Seed dispersed locally by wind and gravity (NZPCN),Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by mammals & water (Cronk & Fuller 1995),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia mearnsii,Fabales,Fabaceae,wind.none,NA,0.7083894571536957,0.8020822902224374,0.7083894571536957,shrub-tree,tree,10,"NZ Flora Online: clay, dry, gully, hill, loam, open, pasture, river terrace, roadside, sand, shrubland, slope, stone, terrace, unstable/eroded, wasteland; NZPCN: Waste places, scrubland, pasture, riverbanks",riparian,pod with arillate seeds,fleshy,fleshy aril,0.01325,ant,wind.none,internal,water,NA,NA,O'Dowd & Gill 1986; NZPCN; Cronk & Fuller 1995,has no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988). Seed dispersed locally by wind and gravity (NZPCN),Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by mammals & water (Cronk & Fuller 1995),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia mearnsii,Fabales,Fabaceae,animal,NA,3.1562963945594764,3.191536301396922,3.1562963945594764,shrub-tree,tree,10,"NZ Flora Online: clay, dry, gully, hill, loam, open, pasture, river terrace, roadside, sand, shrubland, slope, stone, terrace, unstable/eroded, wasteland; NZPCN: Waste places, scrubland, pasture, riverbanks",riparian,pod with arillate seeds,fleshy,fleshy aril,0.01325,ant,wind.none,internal,water,NA,NA,O'Dowd & Gill 1986; NZPCN; Cronk & Fuller 1995,has no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988). Seed dispersed locally by wind and gravity (NZPCN),Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by mammals & water (Cronk & Fuller 1995),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia melanoxylon,Fabales,Fabaceae,animal,NA,3.350102744451376,3.478495387049744,3.350102744451376,shrub-tree,tree,30,"NZ Flora Online:  bank, clay, dry, lowland, margin, open, roadside, slope, track; NZPCN: Waste places, often coastal, especially near plantations",NA,pod with arillate seeds,fleshy,"pink to crimson or red, large fleshy aril, elaiosome",0.01358,internal,ant,water,NA,NA,NA,O'Dowd & Gill 1986; Pemberton & Irving 1990; Cronk & Fuller 1995,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988).,Animal; Diaspore is eaten intentionally; Direct or experimental observation; Birds.; Meliphaga chrysops; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by birds & water (Cronk & Fuller 1995); seed has an elaiosome (Pemberton & Irving 1990),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia melanoxylon,Fabales,Fabaceae,ant,NA,2.2561834249724564,2.7653229188840913,2.2561834249724564,shrub-tree,tree,30,"NZ Flora Online:  bank, clay, dry, lowland, margin, open, roadside, slope, track; NZPCN: Waste places, often coastal, especially near plantations",NA,pod with arillate seeds,fleshy,"pink to crimson or red, large fleshy aril, elaiosome",0.01358,internal,ant,water,NA,NA,NA,O'Dowd & Gill 1986; Pemberton & Irving 1990; Cronk & Fuller 1995,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988).,Animal; Diaspore is eaten intentionally; Direct or experimental observation; Birds.; Meliphaga chrysops; Diaspore=seed. The seed has an aril or aril-like structure (O'Dowd & Gill 1986); dispersed by birds & water (Cronk & Fuller 1995); seed has an elaiosome (Pemberton & Irving 1990),NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia paradoxa,Fabales,Fabaceae,ant,NA,1.8582935485711727,2.0177216390171413,1.8582935485711727,NA,shrub,3,"NZ Flora Online: clay, dry, lowland, margin, open, roadside, sand, slope, stone, wasteland. NZPCN: Open sites usually of low fertility near the coast",NA,pod with arillate seeds,fleshy,fleshy aril,0.014,ant,wind.none,NA,NA,NA,NA,Berg 1975; NZPCN,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988). Spreads locally by wind and gravity (NZPCN).,"Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Aphaenogaster longiceps (Berg, 1975)",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia paradoxa,Fabales,Fabaceae,wind.none,NA,0.504305930644311,0.34144009600830955,0.504305930644311,NA,shrub,3,"NZ Flora Online: clay, dry, lowland, margin, open, roadside, sand, slope, stone, wasteland. NZPCN: Open sites usually of low fertility near the coast",NA,pod with arillate seeds,fleshy,fleshy aril,0.014,ant,wind.none,NA,NA,NA,NA,Berg 1975; NZPCN,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988). Spreads locally by wind and gravity (NZPCN).,"Animal; Diaspore is carried intentionally; Direct or experimental observation; Ants.; Aphaenogaster longiceps (Berg, 1975)",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Acacia verticillata,Fabales,Fabaceae,ant,NA,2.119295908004441,2.398505523877182,2.119295908004441,shrub-tree,shrub,10,"NZ Flora Online: bank, clay, coast, dry, forest edge, gully, hill, lowland, margin, moist, open, peat, roadside, sand, scrubland, sheltered, shrubland, stone, terrace, unstable/eroded",NA,pod with arillate seeds,fleshy,fleshy aril,0.00886,ant,NA,NA,NA,NA,NA,Armstrong 1998,Acacia spp. have no structures directly aiding active seed dispersal and large seeds (>10 mg) (Esler 1988).,"Has elaiosome and is dispersed by ants (The Unforgettable Acacias. Modified from: Armstrong W. P. 1998, Zoonooz 71 (8): p. 28 - 31  http://waynesword.palomar.edu/plaug99.htm. Accessed 7/1/2010)",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
2,Biancaea decapetala,Fabales,Fabaceae,wind.none,NA,0.3415643117417357,0.15256724264869603,0.3415643117417357,NA,shrub,15,"NZ Flora Online: cliff, coast, flat , open, pasture, rock outcrop, shrubland",NA,pod,dry,none,1.2449000000000001,wind.none,NA,NA,NA,NA,NA,West 1996,Seeds are not dispersed far from parent plants (West 1996). Seeds lie in the open pod until disturbed by rain or wind (West 1996).,NA,NA,NA,2022-06-03T00:00:00Z,NA,2023-04-18T00:00:00Z
2,Chamaecytisus prolifer,Fabales,Fabaceae,ballistic,NA,1.3721118906868643,1.501128348145237,1.3721118906868643,NA,tree,5,"NZ Flora Online: bank, clay, cliff, coast, dry, gravel, gully, hill, lowland, margin, open, pasture, riverbed, roadside, rock outcrop, sand, sheltered, shrubland, terrace, track, wasteland; NZPCN: Dry places, river beds, coastal sites, hillsides",riparian,pod,dry,"explosively dehiscent pod, elaiosome",0.023600000000000003,ballistic,water,ant,NA,NA,NA,Webb et al. 1988; Pemberton & Irving 1990; NZPCN,explosively dehiscent pod (Webb et al. 1988); Dispersed by water and moving gravel (NZPCN),Seed has an elaiosome (Pemberton & Irving 1990),NA,NA,2022-06-15T00:00:00Z,45037,2023-04-21T00:00:00Z
2,Chamaecytisus prolifer,Fabales,Fabaceae,ant,NA,1.8806232562289982,2.2161864199395085,1.8806232562289982,NA,tree,5,"NZ Flora Online: bank, clay, cliff, coast, dry, gravel, gully, hill, lowland, margin, open, pasture, riverbed, roadside, rock outcrop, sand, sheltered, shrubland, terrace, track, wasteland; NZPCN: Dry places, river beds, coastal sites, hillsides",riparian,pod,dry,"explosively dehiscent pod, elaiosome",0.023600000000000003,ballistic,water,ant,NA,NA,NA,Webb et al. 1988; Pemberton & Irving 1990; NZPCN,explosively dehiscent pod (Webb et al. 1988); Dispersed by water and moving gravel (NZPCN),Seed has an elaiosome (Pemberton & Irving 1990),NA,NA,2022-06-15T00:00:00Z,45037,2023-04-21T00:00:00Z
2,Cytisus multiflorus,Fabales,Fabaceae,ballistic,NA,1.448193701179074,1.4368995814481347,1.448193701179074,NA,shrub,3,NA,NA,pod,dry,explosively dehiscent pod,0.00525,ballistic,NA,NA,NA,NA,NA,Webb et al. 1988,explosively dehiscent pod (Webb et al. 1988),NA,NA,NA,2022-06-03T00:00:00Z,NA,2023-04-21T00:00:00Z
2,Cytisus scoparius,Fabales,Fabaceae,ballistic,NA,1.324157454129839,1.2593690441396763,1.324157454129839,NA,shrub,2,"NZ Flora Online:  bank, coast, dry, flat , forest, forest edge, grassland, gravel, hill, lowland, margin, open, pasture, ridge, riverbed, roadside, sand, shrubland, silt, slope, stone, terrace, track, tree, wasteland; NZPCN: A plant of lowland and montane habitats. Plant occurs in sites with low-moderate-high fertility. The plant normally grows in areas of high rainfall, on acid soils but never on chalks. Plant grows in shrubland, tall tussockland, short tussockland, cliff, bluff and riverbed communities (Timmins & MacKenzie 1995). The plant grows in disturbed lowland and montane habits such as pasture, waste ground, riverbeds and poorly grazed areas.",riparian,pod,dry,"explosively dehiscent pod, elaiosome",0.00878,ballistic,internal,water,ant,NA,NA,Webb et al. 1988; Pemberton & Irving 1990; Cronk & Fuller 1995; Albert et al. 2015,explosively dehiscent pod (Webb et al. 1988); no structures directly aiding active seed dispersal and large seeds >10 mg (Esler 1988),"explosive dehiscence scatters seed, also dispersed by livestock & water (Cronk & Fuller 1995); seeds dispersed internally by deer (sometimes; Albert et al. 2015); ant-dispersed (Kew SID); seed has an elaiosome (Pemberton & Irving 1990)",NA,NA,2022-06-03T00:00:00Z,45037,2023-04-21T00:00:00Z
